16
0.0	-4080.858788103562	-4100.408729755658	-370.11748733350623	-331.05969428776467	-1934.9489581486591	-1981.1611942643274	-696.7861869289625	-790.9258152470629	-501.14639817046543	-589.5953526698262	-693.2551707104071	-903.2747627892802	-877.5048665563735	-866.9206857279884	-1962.2686623899658	
-1174.5421927635327	0.0	-4635.286072787809	-402.83267624148635	-335.322230151979	-1135.0415898172298	-1103.9848571062273	-667.8189303001951	-699.1742621975548	-540.1267596234281	-581.3946079346405	-675.9912476800721	-833.3837436774561	-710.147672076869	-704.3162395064194	-1136.143422767271	
-1055.4320837902765	-3888.883833001771	0.0	-464.0876250844685	-380.1587815896109	-1013.8694482642185	-1089.2297522492772	-615.0901146965742	-697.9092980037033	-490.8273188997997	-519.657299474133	-615.3655116738498	-721.1202162842253	-715.3244738003845	-681.0383605829279	-997.6273498551813	
-867.4291685611585	-880.76551821302	-870.7010715592312	0.0	-476.50103180769497	-861.2706273829548	-865.0841360297402	-864.9894702243389	-857.8038821267812	-863.4696632649017	-861.3402538546894	-858.699060008118	-867.0592474773773	-861.2428273708974	-863.5012287500288	-875.1386172646103	
-715.9762222903576	-723.2270907087322	-721.4968462745531	-716.0309428912095	0.0	-713.8858292155076	-720.8755776003471	-717.7341034034737	-709.6312964515959	-714.3224001316837	-713.0601641833767	-710.3774163758615	-717.4416372079122	-712.7870442245113	-710.5716555824673	-722.5189932666639	
-2342.8651829398927	-2366.704958535741	-2430.2973263201347	-500.0718455549004	-481.3503172512289	0.0	-2375.1889816119733	-788.6370496203447	-802.7887847656574	-593.3711128077612	-705.5321593463799	-777.8729735399792	-897.4692686678162	-991.7500335299742	-904.7272701790591	-2401.3265240858263	
-2222.467299745887	-3603.6563571334746	-3731.3011765246943	-370.5578997018794	-361.56445245769294	-1759.8273404636366	0.0	-756.2015853810833	-813.7091328116402	-548.3423737447724	-680.168397871345	-785.1860313891483	-862.6404956017051	-860.2618691247116	-787.3776494313297	-2084.023642584019	
-1207.164224170221	-1228.7380162853262	-1212.274632506368	-679.9900488922821	-340.34777470723594	-1207.653219777535	-1206.1803048723439	0.0	-1198.3727600442853	-752.7452788216301	-831.4360243762749	-1204.7836447969044	-1206.689808001341	-1208.072734631901	-1220.7757703501636	-1203.444148835672	
-1427.0911486428943	-1398.604238743502	-1417.8378202366953	-554.591339819797	-468.0399446713704	-1416.637385174868	-1421.4775485569453	-974.14061692397	0.0	-630.7660630920551	-791.2772202329369	-936.3603176844305	-1399.853287746888	-1396.2278472513844	-1391.770838704316	-1445.7086286060287	
-966.8498272018061	-979.1494437841183	-975.6734313919063	-701.9911000858505	-420.4874344887816	-968.1812549318018	-994.8399911005686	-966.6163016497688	-962.7282630564242	0.0	-961.9017758545822	-960.0882475050711	-965.2722920229411	-966.7927868214783	-985.0370301755241	-973.5793261830638	
-1049.5585676222852	-1041.3711612956663	-1064.9725468881404	-741.8093216113094	-301.60145227975676	-1048.8549839095363	-1055.9276570065892	-1031.7431039591618	-1039.1335182534508	-992.6362086501672	0.0	-1042.569326749267	-1033.4342749779432	-1055.2278375773944	-1049.0436548810644	-1048.8402846638523	
-1180.367801585931	-1195.8747786496667	-1184.129406798171	-650.3888057765911	-368.451809676818	-1205.070842088157	-1186.5929773190617	-1168.6301154626583	-1182.6809840078372	-709.66227974817	-912.0880166592607	0.0	-1187.4833786493577	-1182.2523630454168	-1185.9438435219356	-1188.7544718984302	
-1825.2316206263345	-1831.0344342404817	-1835.9056283814134	-455.7003905538286	-294.03961216887035	-1835.797470766113	-1802.1019987507661	-971.4048645536974	-1125.2794465068246	-608.9684635202267	-667.0697290618332	-889.2272031535763	0.0	-1390.5692096642713	-1302.4911939962162	-1842.7648568385623	
-1603.1652494575499	-1615.0156946355035	-1596.394089721564	-539.7292593594705	-352.6180882998076	-1587.449128767392	-1615.8928152765861	-951.7730497279938	-1144.3030518585056	-667.7698353786253	-711.4939582535778	-913.8541461372032	-1546.7899496385644	0.0	-1439.206687544927	-1616.8309049001516	
-1498.7126560893962	-1520.3106310572532	-1505.3269693422965	-476.1654481903271	-375.6111616260113	-1492.7423291049404	-1515.5707377503888	-814.2177164678716	-1342.9891913736944	-697.5110074211063	-759.3427521548709	-841.6220388707322	-1512.7876373962445	-1477.5700234446374	0.0	-1489.9066790100367	
-2459.2138271791077	-3825.463869090721	-3832.119544271135	-399.04927608233237	-344.3811740441592	-1956.3195854425092	-2211.608521616039	-740.5894306952258	-780.9036445351302	-533.2008878607355	-653.9713425504606	-713.1007848035952	-928.0579337835668	-826.3681243666333	-860.4697536522913	0.0	
